,id,label,text
56,atheism-51158,atheism,"Subject: So what is Maddi?
From: madhaus@netcom.com (Maddi Hausmann)
Organization: Society for Putting Things on Top of Other Things
Lines: 12

As I was created in the image of Gaea, therefore I must
be the pinnacle of creation, She which Creates, She which
Births, She which Continues.

Or, to cut all the religious crap, I'm a woman, thanks.
And it's sexism that started me on the road to atheism.

-- 
Maddi Hausmann                       madhaus@netcom.com
Centigram Communications Corp        San Jose California  408/428-3553

Kids, please don't try this at home.  Remember, I post professionally.
"
57,atheism-53510,atheism,"From: bobbe@vice.ICO.TEK.COM (Robert Beauchaine)
Subject: Re:  Islam And Scientific Predictions (was
Organization: Tektronix Inc., Beaverton, Or.
Lines: 24

In article <C5L1Fv.H9r@ra.nrl.navy.mil> khan@itd.itd.nrl.navy.mil (Umar Khan) writes:
>How would a man of 7th Century Arabia have known
>what *not to include* in the Holy Qur'an (assuming he had authored
>it)?  
>

  So now we're judging the Qur'an by what's not in it?  

  How many mutton headed arguments am I going to have to wade
  through today?

>Lots of other books have been written on this subject.  Those
>books can speak far more eloquently than I.

  One would hope.

/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ 

Bob Beauchaine bobbe@vice.ICO.TEK.COM 

They said that Queens could stay, they blew the Bronx away,
and sank Manhattan out at sea.

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
"
58,atheism-53142,atheism,"From: keith@cco.caltech.edu (Keith Allan Schneider)
Subject: Re: <Political Atheists?
Organization: California Institute of Technology, Pasadena
Lines: 9
NNTP-Posting-Host: lloyd.caltech.edu

kmr4@po.CWRU.edu (Keith M. Ryan) writes:

>>But chimps are almost human...
>Does this mean that Chimps have a moral will?

Well, chimps must have some system.  They live in social groups
as we do, so they must have some ""laws"" dictating undesired behavior.

keith
"
59,atheism-51204,atheism,"From: kmr4@po.CWRU.edu (Keith M. Ryan)
Subject: Re: Gospel Dating
Organization: Case Western Reserve University
Lines: 26
NNTP-Posting-Host: b64635.student.cwru.edu

In article <1993Apr6.021635.20958@wam.umd.edu> west@next02cville.wam.umd.edu (Stilgar) writes:

>Fine... THE ILLIAD IS THE WORD OF GOD(tm)  (disputed or not, it is)
>
>Dispute that.  It won't matter.  Prove me wrong.

	The Illiad contains more than one word. Ergo: it can not be
the Word of God. 

	But, if you will humbly agree that it is the WORDS of God, I 
will conceed.

	:-D


---

        ""One thing that relates is among Navy men that get tatoos that 
        say ""Mom"", because of the love of their mom.  It makes for more 
        virile men.""

        Bobby Mozumder  ( snm6394@ultb.isc.rit.edu )
        April 4, 1993

        The one TRUE Muslim left in the world. 

"
60,atheism-54178,atheism,"From: ray@netcom.com (Ray Fischer)
Subject: Re: After 2000 years, can we say that Christian Morality is
Organization: Netcom. San Jose, California
Lines: 91

frank@D012S658.uucp (Frank O'Dwyer) writes ...
> ray@netcom.com (Ray Fischer) writes:
>#frank@D012S658.uucp (Frank O'Dwyer) writes ...
>#>Plus questions for you:  why do subjectivists/relativists/nihilists get so 
>#>het up about the idea that relativism is *better* than objectivism? 
>#
>#To the degree that relativism is a more accurate decription of the
>#truth than is objectivism, it provides more power and ability to
>#control events.
>
>I think you lose the right to talk about THE truth once you say values are
>relative.   Accuracy is a value judgement, too.  It so happens I agree with 
>the substance of what you say below, but it's clear to me that at least 
>*some* values are objective.  Truth is better than falsehood, peace is
>better than war, education is better than ignorance.  We know these things,
>if we know anything.

While I'll agree that these are generally held to be ""good things"", I
question whether they come very close to being objective values.
Especially considering that at one time or another each has been
viewed as being undesirable.  I doubt you could even come up with
anything that could be said to be universally ""good"" or ""bad"".

And when I referred to ""the truth"" I was using the term
hypothetically, realizing full well that there may not even be such a
thing.

>#Assuming, for the moment, that morals _are_ relative, then two
>#relativists can recognize that neither has a lock on the absolute
>#truth and they can proceed to negotiate a workable compromise that
>#produces the desired results.
>
>No they cannot, because they acknowledge up front that THE desired
>results do not exist.  That, after all, is the meaning of compromise.
>
>Plus some problems: If the relativists have no values in common, compromise 
>is impossible - what happens then?    Who, if anyone, is right?  What happens 
>if one relativist has a value ""Never compromise?"".  A value ""plant bombs in 
>crowded shopping areas""?  After all, if morals are relative, these values 
>cannot *meaningfully* be said to be incorrect.

True enough.  But they cannot be said to be anything more than
personal morals.  One thing notably lacking in most extremists is any
sense of _personal_ accountability - the justification for any
socially unacceptable behaviour is invariably some ""higher authority""
(aka, absolute moral truth).

>#Assuming that there is an absolute morality, two disagreeing 
>#objectivists can either be both wrong or just one of them right; there
>#is no room for compromise.  Once you beleive in absolute morals,
>#you must accept that you are amoral or that everyone who disagrees
>#with you is amoral.
>
>Untrue.  One can accept that one does not know the whole truth.  Part
>of the objective truth about morality may well be that flexibility is
>better than rigidity, compromise is better than believing you have a lock
>on morals, etc.  In the same way, I can believe in an objective reality
>without claiming to know the mechanism for quantum collapse, or who shot
>JFK.

An objective truth that says one cannot know the objective truth?
Interesting notion.   :-)

Certainly one can have as one's morals a belief that compromise is
good.  But to compromise on the absolute truth is not something most
people do very successfully.  I suppose one could hold compromise as
being an absolute moral, but then what happens when someone else
insists on no compromise?  How do you compromise on compromising?

>#Given a choice between a peaceful compromise or endless contention,
>#I'd say that compromise seems to be ""better"".
>
>And I would agree.   But it's bloody to pointless to speak of it if it's
>merely a matter of taste.  Is your liking for peace any better founded
>than someone else's liking for ice-cream?  I'm looking for a way to say
>""yes"" to that question, and relativism isn't it.

Almost invariably when considering the relative value of one thing
over another, be it morals or consequences, people only consider those
aspects which justify a desired action or belief.  In justifying a
commitement to peace I might argue that it lets people live long &
healthy and peaceful lives.  While that much may well be true, it is
incomplete in ignoring the benefits of war - killing off the most
agressive member of society, trimming down the population, stimulating
production.  The equation is always more complex than presented.
To characterize relative morals as merely following one's own
conscience / desires is to unduly simplify it.

-- 
Ray Fischer                   ""Convictions are more dangerous enemies of truth
ray@netcom.com                 than lies.""  -- Friedrich Nietzsche
"
61,atheism-53229,atheism,"From: bobbe@vice.ICO.TEK.COM (Robert Beauchaine)
Subject: Re: ""Cruel"" (was Re: <Political Atheists?)
Organization: Tektronix Inc., Beaverton, Or.
Lines: 20

In article <1ql8mdINN674@gap.caltech.edu> keith@cco.caltech.edu (Keith Allan Schneider) writes:
>
>But we were discussing it in relation to the death penalty.  And, the
>Constitution need not define each of the words within.  Anyone who doesn't
>know what cruel is can look in the dictionary (and we did).
>

  Or, with no dictionary available, they could gain first hand
  knowledge by suffering through one of your posts.


/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ 

Bob Beauchaine bobbe@vice.ICO.TEK.COM 

They said that Queens could stay, they blew the Bronx away,
and sank Manhattan out at sea.

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
62,atheism-51285,atheism,"Subject: Re: Yet more Rushdie [Re: ISLAMIC LAW]
From: kmr4@po.CWRU.edu (Keith M. Ryan)
Organization: Case Western Reserve University
NNTP-Posting-Host: b64635.student.cwru.edu
Lines: 27

In article <1993Apr6.151843.15240@monu6.cc.monash.edu.au> darice@yoyo.cc.monash.edu.au (Fred Rice) writes:
>I should clarify what Muslims usually mean when they say ""Muslim"".  In
>general, anyone who calls themselves a ""Muslim"" and does not do or 
>outwardly profess
>something in clear contradiction with the essential teachings of Islam
>is considered to be a Muslim.  Thus, one who might do things contrary to
>Islam (through ignorance, for example) does not suddenly _not_ become a
>Muslim.  If one knowingly transgresses Islamic teachings and essential
>principles, though, then one does leave Islam.

	You and Mr. bobby really need to sit down and decide what
exactly Islam  *is* before posting here.

	According to 'Zlumber, one is NOT a muslim when one is doing evil. 
[ A muslin can do no evil ] According to him, one who does evil is suffering 
from ""temporary athiesm.""

	Now, would the members who claim to be ""Muslims"" get their stories 
straight????

--


       ""Satan and the Angels do not have freewill.  
        They do what god tells them to do. ""

        S.N. Mozumder (snm6394@ultb.isc.rit.edu) 
"
63,atheism-53522,atheism,"From: Steve_Mullins@vos.stratus.com
Subject: Re: Bible Quiz
Organization: Stratus Computer, Marlboro Ma.
Lines: 20
NNTP-Posting-Host: m72.eng.stratus.com


In article <1993Apr16.130430.1@ccsua.ctstateu.edu> kellyb@ccsua.ctstateu.edu wrote: 
>In article <kmr4.1563.734805744@po.CWRU.edu>, kmr4@po.CWRU.edu (Keith M. Ryan) writes:
>>    Only when the Sun starts to orbit the Earth will I accept the Bible. 
>> 
>     Since when does atheism mean trashing other religions?There must be a God
                                            ^^^^^^^^^^^^^^^
>     of inbreeding to which you are his only son.


a) I think that he has a rather witty .sig file.  It sums up a great
   deal of atheistic thought (IMO) in one simple sentence.
b) Atheism isn't an ""other religion"".


sm
=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Steve_Mullins@vos.stratus.com    () ""If a man empties his purse into his
My opinions <> Stratus' opinions ()   head, no one can take it from him
------------------------------   ()   ---------------Benjamin Franklin
"
64,atheism-51239,atheism,"From: mathew <mathew@mantis.co.uk>
Subject: Re: A visit from the Jehovah's Witnesses
Organization: Mantis Consultants, Cambridge. UK.
X-Newsreader: rusnews v1.01
Lines: 37

suopanki@stekt.oulu.fi writes:
> On 5 Apr 93 11:24:30 MST, jbrown@batman.bmd.trw.com said:
> :> God is eternal.    [A = B]
> :> Jesus is God.      [C = A]
> :> Therefore, Jesus is eternal.  [C = B]
> 
> :> This works both logically and mathematically.  God is of the set of
> :> things which are eternal.  Jesus is a subset of God.   Therefore
> :> Jesus belongs to the set of things which are eternal.
> 
> Everything isn't always so logical....
> 
> Mercedes is a car.
> That girl is Mercedes.
> Therefore, that girl is a car?

Unfortunately your phrasing is ambiguous.  Re-writing more carefully, we have
(at least) two possibilities.  The first:

Things called ""Mercedes"" are cars
That girl is called ""Mercedes""
Therefore that girl is a car

That is entirely valid as a piece of logical deduction.  It is not sound,
because the first statement is false.  Similarly, I would hold that Jim's
example is valid but not sound.

Another possible interpretation of what you wrote is:

There exists at least one car called ""Mercedes""
That girl is called ""Mercedes""
Therefore that girl is a car

-- which isn't valid.


mathew
"
65,atheism-53113,atheism,"From: David.Rice@ofa123.fidonet.org
Subject: islamic authority [sic] over women
X-Sender: newtout 0.08 Feb 23 1993
Lines: 62

 
who: kmr4@po.CWRU.edu (Keith M. Ryan)
what: <kmr4.1426.733987668@po.cwru.edu>
with: rush@leland.Stanford.EDU 
what: <1993Apr5.050524.9361@leland.Stanford.EDU>
 
>>> Other readers: I just joined, but is this guy for real?
>>> I'm simply amazed.
 
KR> ""Sadly yes. Don't loose any sleep over Old 'Zlumber. Just
KR> have some fun with him, but he is basically harmless. 
KR> At least, if you don't work in NY city.""
 
I don't find it hard to believe that ""Ole 'Zlumber"" really believes
the hate and ignorant prattle he writes. The frightening thought is,
there are people even worse than he! To say that feminism equals
""superiority"" over men is laughable as long as he doesn't then proceed
to pick up a rifle and start to shoot women as a preemptive strike---
aka the Canada slaughter that occured a few years ago. But then, men
killing women is nothing new. Islamic Fundamentalists just have a
""better"" excuse (Qu'ran).
 
    from the Vancouver Sun, Thursday, October 4, 1990
    by John Davidson, Canadian Press
 
    MONTREAL-- Perhaps it's the letter to the five-year old
    daughter that shocks the most.
 
    ""I hope one day you will be old enough to understand what
    happened to your parents,"" wrote Patrick Prevost. ""I loved
    your mother with a passion that went as far as hatred.""
 
    Police found the piece of paper near Prevost's body in his
    apartment in northeast Montreal.
 
    They say the 39-year-old mechanic committed suicide after
    killing his wife, Jocelyne Parent, 31.
 
    The couple had been separated for a month and the woman had
    gone to his apartment to talk about getting some more money
    for food. A violent quarrel broke out and Prevost attacked
    his wife with a kitchen knife, cutting her throat, police said.
 
    She was only the latest of 13 women slain by a husband or
    lover in Quebec in the last five weeks.
 
    Five children have also been slain as a result of the same
    domestic ""battles.""
 
    Last year in Quebec alone, 29 [women] were slain by their
    husbands. That was more than one-third of such cases across
    Canada, according to statistics from the Canadian Centre for
    Justice. [rest of article ommited]
 
Then to say that women are somehow ""better"" or ""should"" be the
one to ""stay home"" and raise a child is also laughable. Women
have traditionally done hard labor to support a family, often 
more than men in many cultures, throughout history. Seems to me
it takes at least two adults to raise a child, and that BOTH should
stay home to do so!

--- Maximus 2.01wb
"
66,atheism-54227,atheism,"From: kmr4@po.CWRU.edu (Keith M. Ryan)
Subject: Re: The Inimitable Rushdie (Re: An Anecdote about Islam
Organization: Case Western Reserve University
Lines: 19
Distribution: world,public
NNTP-Posting-Host: b64635.student.cwru.edu

In article <115847@bu.edu> jaeger@buphy.bu.edu (Gregg Jaeger) writes:

>Well, in 1984 one was not allowed to leave the domain of authority. One
>_is_ free to leave Islam. If one regards Islamic law as a curse one
>should consider leaving Islam.

	The only way out seems to be death.

---  

  "" I'd Cheat on Hillary Too.""

   John Laws
   Local GOP Reprehensitive
   Extolling ""Traditional Family Values.""




"
67,atheism-51122,atheism,"From: I3150101@dbstu1.rz.tu-bs.de (Benedikt Rosenau)
Subject: Re: A visit from the Jehovah's Witnesses
Organization: Technical University Braunschweig, Germany
Lines: 114

In article <1993Apr5.091139.823@batman.bmd.trw.com>
jbrown@batman.bmd.trw.com writes:
 
>> Didn't you say Lucifer was created with a perfect nature?
>
>Yes.
>
 
Define perfect then.
 
 
>> I think you
>> are playing the usual game here, make sweeping statements like omni-,
>> holy, or perfect, and don't note that they mean exactly what they say.
>> And that says that you must not use this terms when it leads to
>> contradictions.
>
>I'm not trying to play games here.  But I understand how it might seem
>that way especially when one is coming from a completely different point
>of view such as atheism.
>
 
Take your foot out of your mouth, I wondered about that already when I
was a Catholic Christian. The fact that the contradiction is unresolvable
is one of the reasons why I am an atheist.
 
Believe me, I believed similar sentences for a long time. But that shows
the power of religion and not anything about its claims.
 
 
>>>Now God could have prevented Lucifer's fall by taking away his ability
>>>to choose between moral alternatives (worship God or worship himself),
>>>but that would mean that God was in error to have make Lucifer or any
>>>being with free will in the first place.
>>
>> Exactly. God allows evil, an evil if there ever was one.
>>
>
>Now that's an opinion, or at best a premise.  But from my point of view,
>it is not a premise which is necessary true, specifically, that it is
>an evil to allow evil to occur.
>
 
It follows from a definition of evil as ordinarily used. Letting evil
happen or allowing evil to take place, in this place even causing evil,
is another evil.
 
 
>> But could you give a definition of free will? Especially in the
>> presence of an omniscient being?
>>
>""Will"" is ""self-determination"".  In other words, God created conscious
>beings who have the ability to choose between moral choices independently
>of God.  All ""will"", therefore, is ""free will"".
>
 
The omniscient attribute of god will know what the creatures will do even
before the omnipotent has created them. There is no choice left. All is known,
the course of events is fixed.
 
Not even for the omniscient itself, to extend an argument by James Tims.
 
 
>>>If God is omniscient, then
>>>clearly, creating beings with free moral choice is a greater good than
>>>the emergence of ungodliness (evil/sin) since He created them knowing
>>>the outcome in advance.
>>
>> Why is it the greater good to allow evil with the knowledge that it
>> will happen? Why not make a unipolar system with the possibility of
>> doing good or not doing good, but that does not necessarily imply
>> doing evil. It is logically possible, but your god has not done it.
>
>I do not know that such is logically possible.  If God restrains a
>free being's choice to choose to do evil and simply do ""not good"",
>then can it be said that the being truly has a free moral choice?
>And if ""good"" is defined as loving and obeying God, and avoiding
>those behaviors which God prohibits, then how can you say that one
>who is ""not good"" is not evil as well?  Like I said, I am not sure
>that doing ""not good"" without doing evil is logically possible.
 
And when I am not omnipotent, how can I have free will? You have said
something about choices and the scenario gives them. Therefore we have
what you define as free will.
 
Imagine the following. I can do good to other beings, but I cannot harm them.
Easily implemented by making everyone appreciate being the object of good
deeds, but don't make them long for them, so they can not feel the absence
of good as evil.
 
But whose case am I arguing? It is conceivable, so the omnipotent can do it.
Or it would not be omnipotent. If you want logically consistent as well, you
have to give up the pet idea of an omnipotent first.
 
(Deletion)
>
>Perhaps it is weak, in a way.  If I were just speculating about the
>ubiquitous pink unicorns, then there would be no basis for such
>speculation.  But this idea of God didn't just fall on me out of the
>blue :), or while reading science fiction or fantasy.  (I know that
>some will disagree)  :)  The Bible describes a God who is omniscient,
>and nevertheless created beings with free moral choice, from which
>the definitional logic follows.  But that's not all there is to it.
>There seems to be (at least in my mind) a certain amount of evidence
>which indicates that God exists and that the Biblical description
>of Him may be a fair one.  It is that evidence which bolsters the
>argument in my view.
 
That the bible describes an omniscient and omnipotent god destroys
the credibility of the bible, nothing less.
 
And a lot of people would be interested in evidence for a god,
unfortunately, there can't be any with these definitions.
   Benedikt
"
68,atheism-51174,atheism,"Subject: Re: islamic authority over women
From: bobbe@vice.ICO.TEK.COM (Robert Beauchaine)
Organization: Tektronix, Inc., Beaverton,  OR.
Lines: 17

In article <1993Apr5.024626.19942@ultb.isc.rit.edu> snm6394@ultb.isc.rit.edu (S.N. Mozumder ) writes:
>
>Peace,

  Bobby:

  Get this the hell out of your .sig until you 1) learn what it
  stands for and 2) really mean it.

/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ 

Bob Beauchaine bobbe@vice.ICO.TEK.COM 

They said that Queens could stay, they blew the Bronx away,
and sank Manhattan out at sea.

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
"
69,electronics-53517,electronics,"From: carlos@math.lsa.umich.edu (Carlos Montenegro)
Subject: Low voltage lighting and X10 questions.
Organization: University of Michigan, Mathematics Department, Ann Arbor
Lines: 12
NNTP-Posting-Host: sirius.math.lsa.umich.edu

1. Can low Voltage lights be controlled with an X10  module by putting it 
before the transformer? It seems to work, even the dimmer works. Not very 
reliable. Will it damage the module? Can it be done reliably?

2. I put a motion switch (Heath) to a low voltage light, it worked but now it is
broken, too much current? How can I get arround that? 
  
3. How can I increase the intensity of a light using the X10 PC computer
interface without having it go 100% on first and then down. I am doing
my own programing, not the X10 program.

Thanks   C. Montenegro 
"
70,electronics-53822,electronics,"From: wagner@mala.bc.ca (TOM WAGNER, Wizzard of old Audio/Visual Equipment........Nanaimo Campus)
Subject: correction of last followup re relays
Organization: Malaspina College
Lines: 73

In article <1993Apr20.102756.1709@mala.bc.ca>, wagner@mala.bc.ca (TOM WAGNER, Wizzard of old Audio/Visual Equipment........Nanaimo Campus) writes:
> In article <C5r60r.4ID@megatest.com>, alung@megatest.com (Aaron Lung) writes:
>> In article <C5qsBF.IEK@ms.uky.edu> billq@ms.uky.edu (Billy Quinn) writes:
>>>I built a little project using the radio shack 5vdc relays to switch
>>>audio.  I got pretty bad 'clicks' when the thing switched.  I was doing
>>>most of the common things one is supposed to do when using relays and
>>>nothing seemed to get rid of the clicks.
>>>
>>>
>>>My question is:
>>>
>>>	Is there a good relay/relay circuit that I can use for switching
>>>audio, so that there will be *NO* noise of any kind on the audio lines.
>>>
>>>
>>>I will appreciate any advice or references to advice.  Also, exact part
>>>numbers/company names etc. for the relays will help!
>> 
>> Are you switching high level signals or low level signals like pre-amp
>> out level signals?  Also, are the clicks you mentioning the big
>> clack that happens when it switches or are you refering to contact
>> bounce?  How are you driving the relays?  TTL gate output?  Switching
>> transistor?  How are the relays connected to what you are driving?
>> 
>> Need more specifics to answer your question!! :-)
> 
> As a general rule, no relay will cleanly switch audio if you try to tranfer
> the circuit with the contacts.  The noise you hear is due to the momentary
> opening and closing of the path.
> 
> The noiseless way of transfering audio is to ground the circuit.  In high
> impedance audio circuits a resistive ""T"" is constructed close to characteristic
> impedance of the circuit.  Grounding the imputs (connected to the T) transfers
> the audio.
> 
> In low impedance circuits transformers are usually used, and the inputs are
> shorted out or grounded.  Secondaries are paralleled at the characteristic
> impedance.
> 
> Sometimes if it is necessary to actually switch audio, a second contact is used
> to momentarily short the circuit output for the duration of the switching time.
> 
> Telephone relays are handy, because contacts can be adjusted to ""Make before
> break and Vica Versa"" but I haven't seen any of these for years.
> 
> Nowadys switching is done electronically with OP amps, etc.
> 
> A novel circuit I used to build was a primitive ""optical isolator"".. It consists
> of a resistive photocell and a lamp, all packaged in a tube.  When the lamp is
> off the cell is high resistance.  Turn the lamp on and the resistance lowers
> passing the audio.  Once again this device in a ""T"" switches the audio.  Varying
> the lamp resistance give a remote volume control.  Use 2 variable resisters and
> you have a mixer!
> 
> Lots of luck!
> -- 
> 73, Tom
> ================================================================================
> Tom Wagner, Audio Visual Technician.  Malaspina College Nanaimo British Columbia
> (604)753-3245, Loc 2230  Fax:755-8742  Callsign:VE7GDA Weapon:.45 Kentucky Rifle
> Snail mail to:  Site Q4, C2.   RR#4, Nanaimo, British Columbia, Canada, V9R 5X9  
> 
> I do not recyle.....   I keep everything!       (All standard disclaimers apply)
> ================================================================================
-- 
73, Tom
================================================================================
Tom Wagner, Audio Visual Technician.  Malaspina College Nanaimo British Columbia
(604)753-3245, Loc 2230  Fax:755-8742  Callsign:VE7GDA Weapon:.45 Kentucky Rifle
Snail mail to:  Site Q4, C2.   RR#4, Nanaimo, British Columbia, Canada, V9R 5X9  

I do not recyle.....   I keep everything!       (All standard disclaimers apply)
================================================================================
"
71,electronics-53987,electronics,"From: markz@ssc.com (Mark Zenier)
Subject: Re: MC SBI mixer
Article-I.D.: ssc.1993Apr21.183146.19241
Organization: SSC, Inc.,  Seattle, WA
Lines: 17
X-Newsreader: TIN [version 1.1 PL6]

Mark J. Musone (musone@acsu.buffalo.edu) wrote:
: HI, I was wondering if anyone would be able to help me on twwo related
: subjects. I am currently learning about AM/FM receivers and recieving
: circuits. 
: 
: P.S. any REALLY GOOD BOOKS on AM/FM theory ALONG WITH DETAILED
: ELECTRICAL DIAGRAMS would help a lot.
: I have seen a lot of theory books with no circuits and a lot of
: circuit books with no theory, but one without the other does not help.

A pretty serious book that still seems readable is

Communication Receivers, Principes and Design
by Rohde and Bucher.


Mark Zenier  markz@ssc.wa.com  markz@ssc.com  
"
72,electronics-53850,electronics,"From: gray@feline.uucp (Kelly Gray)
Subject: Re: Pinout needed for TIL311
Organization: Humber College Technology Dept.
Lines: 29

 According to my TI databook, the pinouts for the TIL311 display are as
follows:
 
 Pin 1 - LED supply voltage
 Pin 2 - Latch data input B
 Pin 3 - Latch data input A
 Pin 4 - Left decimal point cathode
 Pin 5 - Latch strobe input
 Pin 6 - Omitted
 Pin 7 - Common ground
 Pin 8 - Blanking input
 Pin 9 - Omitted 
 Pin 10 - Right decimal point cathode
 Pin 11 - Omitted
 Pin 12 - Latch data input D
 Pin 13 - Latch data input C
 Pin 14 - Logic supply voltage, Vcc
 
The logic supply voltage is 5V @ 60-90mA. The LED supply is also 5V, but
it need not be particularly well regulated. The LED drivers on the chip
use a constant current source, so LED intensity is not affected by the
supply voltage.
 

-- 

<o_o>    Kelly Gray
         gray@feline.uucp (preferred)
         gray@admin.humberc.on.ca
"
73,electronics-52752,electronics,"From: whit@carson.u.washington.edu (John Whitmore)
Subject: Re: Wire wrap questions (again?)
Article-I.D.: shelley.1pr803INNh8e
Organization: University of Washington, Seattle
Lines: 36
NNTP-Posting-Host: carson.u.washington.edu

In article <PASCAL.93Apr1160623@ap10.apd.cpg.sony.co.jp> pascal@apd.cpg.sony.co.jp (Pascal Goguey) writes:
>In article <7376@blue.cis.pitt.edu> macfitz+@pitt.edu (Mark D Fitzsimmos) writes:

> *After a considerable amount of research, review of discussions 
> *on this group, and mainly fruitless time on breadboards, I have 
> *decided that the path of least resistance for prototyping my (not 
> *necessarily someone else's) electronic designs is wire wrapping.  

>	I have no idea about what you want to do, but be careful :
>Wire wrapping increases a lot the wiring capacitance. That shouldn't
>be a problem for ""slow"" applications (i.e a few MHz), but as for
>quicker ones (around 30 / 40 MHz), I doubt that it can work.


	Fortunately, wire-wrapping is a better wiring technique than
most at high frequencies; Cray computers (up to the X-MP, at least)
all had wirewrapped backplanes.  Wirewrap gets into trouble at
much higher frequencies than any TTL can handle.  The 'increase'
of wiring capacitance is not really relevant (you have to use
transmission line techniques, and the capacitance is no problem).

> *1) Where can I get a decent wrapping tool?  I'd like to spend less 
> *than $150 for an AC powered unit including bit and sleeve.

>	Hand powered is the best. There are good AC powered ones,
>but rather expensive. A low-cost one doesn't work very well.

	Hand-powered is a terrible choice (IMHO) unless you are
a field maintenance person who will do maybe a dozen connections
at a time.  Your hands will cramp.  Battery-powered wire-wrap guns
are available in the $150 range, and so are the little
twiddle-stick manual types ($15).  For a modest project, of
a couple hundred connections, I'd prefer to borrow a professional
AC unit... or a pneumatic one.

	John Whitmore
"
74,electronics-53561,electronics,"From: cgordon@vpnet.chi.il.us (gordon hlavenka)
Subject: Re: making copy of a Video tape
Keywords: video
Organization: Vpnet Public Access
Lines: 19

>There are devices you can buy and/or make.  Look in Radio & Popular 
>Electronics mags for the devices.  If all else fails, you can build one 
>using the curcuit design from the Dec. '87 issue of Radio Electronics.

My very favorite ad for such a device is on the back of the latest
Damark catalog.  Quoting from memory:

[Big flashy type]
""Dual deck VCR copies any tape -- Even those that are copy protected!*""

(And underneath the ad in very small print: *This device is not intended
for making illegal copies of copyrighted material.)

:-)

-- 
----------------------------------------------------
Gordon S. Hlavenka           cgordon@vpnet.chi.il.us
Vote straight ticket Procrastination party Dec. 3rd!
"
75,electronics-53534,electronics,"From: tsp@ccd.harris.com (Timothy S. Pillsbury)
Subject: need ACS tutorial and/or netlist examples
Originator: tsp@sp1
Keywords: ACS,SPICE,simulation
Organization: Harris Controls
Lines: 18


I recently ftp'd Al's Circuit Simulator (ACS) and I'm looking for
the tutorial which is mentioned in the Users Manual (but not found there).
I don't have any experience constructing a netlist (such as for SPICE)
and I need a little help.

The examples which come with ACS aren't explanatory about the translation
between schematic and netlist. Does anyone have the fabled ""Tutorial""
or any other reference which could help me in constructing a netlist from
a schematic diagram?

(I also emailed Al himself but received no response yet. He's probably
 busy with his next release.)
-- 
-------------------------------------------------------------------------------
Tim Pillsbury          Internet:  tsp@ccd.harris.com
                          uunet:  uunet!ccd.harris.com!timothy.pillsbury
-------------------------------------------------------------------------------
"
76,electronics-53575,electronics,"From: cmh@eng.cam.ac.uk (C.M. Hicks)
Subject: Re: MICROPHONE PRE-AMP/LOW NOISE/PHANTOM POWERED
Organization: cam.eng
Lines: 22
Nntp-Posting-Host: tw100.eng.cam.ac.uk

davidj@rahul.net (David Josephson) writes:

>In <C5JJJ2.1tF@cmcl2.nyu.edu> ali@cns.nyu.edu (Alan Macaluso) writes:

>>I'm looking to build a microphone preamp that has very good low-noise characteristics,  large clean gain, and incorportates phantom power (20-48 volts (dc)) for a PZM microphone.  I'm leaning towards a good, low-cost (??) instrumentation amplifier to maintain the balanced input from the microphone, for its good CMRR, internal compensation, and because i can use a minimal # of parts.  

>>Does anyone out there have any experience, suggestions, advice, etc...that they'd like to pass on, I'd greatly appreciate it.

>Without doing anything really tricky, the best I've seen is the
>Burr-Brown INA103. Their databook shows a good application of this
>chip as a phantom power mic pre.

I've had very good results from the SSM2016 from PMI (part of Analogue
Devices). They have also now introduced the SSM2017 which looks good on
paper, but which I haven't tried yet.

Christopher
--
 ==============================================================================
  Christopher Hicks    |      Paradise is a Linear Gaussian World
  cmh@uk.ac.cam.eng    |    (also reported to taste hot and sweaty)
 ==============================================================================
"
